Order_Date,Region,Product_Category,Sales,Cost,Profit,Customer_Segment,Salesperson,Payment_Method,Profit_margin,sales_category,Month,Profit_status,Year
30-04-2024,East,Office Supplies,1827.78,1411.94,415.84,Small Business,A. Kumar,Cash,22.75%,Low,Apr,good,2024
28-04-2024,Central,Electronics,1049.32,610.13,439.19,Enterprise,N. Iyer,Debit Card,41.85%,Low,Apr,good,2024
20-08-2024,North,Office Supplies,6602.07,5800.94,801.13,Corporate,V. Gupta,UPI,12.13%,Medium,Aug,low,2024
15-05-2025,East,Accessories,10575.48,7682.88,2892.6,Small Business,K. Das,Bank Transfer,27.35%,High,May,low,2025
03-06-2024,North,Software,2014.29,1033.15,981.14,Corporate,A. Kumar,Debit Card,48.71%,Low,Jun,low,2024
20-10-2024,West,Office Supplies,4902.53,4252.18,650.35,Enterprise,S. Patel,UPI,13.27%,Low,Oct,low,2024
18-07-2024,North,Electronics,7485.58,7452.15,33.43,Small Business,A. Kumar,Cash,0.45%,Medium,Jul,good,2024
27-02-2024,Central,Office Supplies,1948.91,1367.38,581.53,Consumer,A. Kumar,Debit Card,29.84%,Low,Feb,low,2024
15-08-2024,East,Furniture,3083.27,2628.5,454.77,Small Business,S. Patel,Debit Card,14.75%,Low,Aug,good,2024
11-08-2024,North,Electronics,860.03,291.28,568.75,Corporate,K. Das,Credit Card,66.13%,Low,Aug,low,2024
30-05-2025,South,Office Supplies,10127.27,8431.42,1695.85,Small Business,R. Sharma,Cash,16.75%,High,May,low,2025
11-12-2025,South,Furniture,8260.92,7917.65,343.27,Corporate,S. Patel,Cash,4.16%,Medium,Dec,good,2025
19-08-2025,West,Furniture,7636.72,6279.75,1356.97,Consumer,S. Patel,Cash,17.77%,Medium,Aug,low,2025
28-02-2025,North,Office Supplies,8692.46,7127.33,1565.13,Corporate,V. Gupta,Debit Card,18.01%,Medium,Feb,low,2025
20-12-2023,Central,Electronics,10840.85,7083.52,3757.33,Corporate,K. Das,Cash,34.66%,High,Dec,Excellent,2023
11-08-2025,East,Office Supplies,6033.51,4537.43,1496.08,Enterprise,V. Gupta,UPI,24.80%,Medium,Aug,low,2025
06-01-2025,Central,Electronics,7610.28,5272.56,2337.72,Corporate,S. Patel,Debit Card,30.72%,Medium,Jan,low,2025
17-01-2026,East,Software,9828.73,7782.2,2046.53,Enterprise,R. Sharma,Bank Transfer,20.82%,Medium,Jan,low,2026
09-12-2024,North,Office Supplies,5470.06,4999.91,470.15,Enterprise,N. Iyer,Debit Card,8.59%,Medium,Dec,good,2024
29-09-2023,West,Software,6131.74,4240.75,1890.99,Enterprise,K. Das,UPI,30.84%,Medium,Sep,low,2023
28-07-2025,West,Electronics,8799.56,7260.09,1539.47,Corporate,V. Gupta,Debit Card,17.49%,Medium,Jul,low,2025
31-12-2024,North,Office Supplies,7282.26,5843.66,1438.6,Consumer,M. Rao,Debit Card,19.75%,Medium,Dec,low,2024
24-01-2024,Central,Furniture,1585.29,1155.43,429.86,Small Business,S. Patel,Bank Transfer,27.12%,Low,Jan,good,2024
30-11-2024,East,Furniture,4569.25,2794.17,1775.08,Corporate,M. Rao,Credit Card,38.85%,Low,Nov,low,2024
11-03-2025,West,Software,3324.23,2608.42,715.81,Consumer,V. Gupta,Cash,21.53%,Low,Mar,low,2025
07-05-2024,South,Software,8981.87,7802.65,1179.22,Corporate,V. Gupta,UPI,13.13%,Medium,May,low,2024
03-06-2025,South,Software,8647.3,7148.04,1499.26,Enterprise,S. Patel,UPI,17.34%,Medium,Jun,low,2025
13-01-2026,South,Accessories,7845.17,7691.2,153.97,Corporate,M. Rao,Credit Card,1.96%,Medium,Jan,good,2026
25-04-2026,East,Furniture,11390.24,7312.57,4077.67,Enterprise,K. Das,UPI,35.80%,High,Apr,Excellent,2026
11-03-2025,North,Furniture,3055.59,3002.11,53.48,Corporate,N. Iyer,Cash,1.75%,Low,Mar,good,2025
14-09-2025,West,Electronics,10006.72,8823.53,1183.19,Enterprise,S. Patel,UPI,11.82%,High,Sep,low,2025
14-02-2024,East,Electronics,5254.55,3026.69,2227.86,Corporate,P. Singh,Cash,42.40%,Medium,Feb,low,2024
04-07-2024,West,Electronics,889.14,385.33,503.81,Corporate,S. Patel,Credit Card,56.66%,Low,Jul,low,2024
04-09-2025,Central,Electronics,3109.67,2625.98,483.69,Enterprise,A. Kumar,Bank Transfer,15.55%,Low,Sep,good,2025
02-06-2026,West,Software,400.59,198.32,202.27,Corporate,P. Singh,Debit Card,50.49%,Low,Jun,good,2026
09-11-2025,South,Furniture,4570.56,4356.44,214.12,Corporate,M. Rao,UPI,4.68%,Low,Nov,good,2025
05-03-2026,East,Accessories,2322.82,1513.15,809.67,Corporate,V. Gupta,Bank Transfer,34.86%,Low,Mar,low,2026
23-08-2024,North,Software,251.83,166.25,85.58,Corporate,N. Iyer,Cash,33.98%,Low,Aug,good,2024
07-04-2026,North,Office Supplies,5934.3,4195.82,1738.48,Enterprise,N. Iyer,Bank Transfer,29.30%,Medium,Apr,low,2026
14-09-2025,South,Software,8661.07,5555.94,3105.13,Corporate,R. Sharma,Cash,35.85%,Medium,Sep,Excellent,2025
07-12-2025,South,Accessories,6911.54,4174.67,2736.87,Consumer,K. Das,Credit Card,39.60%,Medium,Dec,low,2025
08-11-2024,Central,Office Supplies,8816.59,7981.32,835.27,Consumer,S. Patel,UPI,9.47%,Medium,Nov,low,2024
26-10-2025,East,Electronics,12171.47,8932.27,3239.2,Consumer,N. Iyer,UPI,26.61%,High,Oct,Excellent,2025
15-01-2026,North,Software,1865.74,1567.07,298.67,Consumer,P. Singh,UPI,16.01%,Low,Jan,good,2026
25-08-2025,South,Software,4115.03,3158.55,956.48,Consumer,A. Kumar,Bank Transfer,23.24%,Low,Aug,low,2025
26-02-2024,West,Software,7004.22,6410.99,593.23,Enterprise,P. Singh,Credit Card,8.47%,Medium,Feb,low,2024
14-11-2024,West,Office Supplies,8363.96,6450.88,1913.08,Corporate,R. Sharma,Credit Card,22.87%,Medium,Nov,low,2024
28-01-2024,West,Furniture,1864.44,1677.41,187.03,Consumer,A. Kumar,Bank Transfer,10.03%,Low,Jan,good,2024
16-05-2024,North,Accessories,4540.22,4021.86,518.36,Corporate,V. Gupta,Credit Card,11.42%,Low,May,low,2024
11-06-2026,North,Software,8658.48,5805.01,2853.47,Small Business,V. Gupta,Credit Card,32.96%,Medium,Jun,low,2026
16-07-2023,South,Furniture,842.54,533.12,309.42,Small Business,S. Patel,Debit Card,36.72%,Low,Jul,good,2023
10-01-2024,North,Office Supplies,260.78,242.74,18.04,Corporate,P. Singh,Debit Card,6.92%,Low,Jan,good,2024
20-01-2024,South,Furniture,11191.73,7192.63,3999.1,Consumer,K. Das,Cash,35.73%,High,Jan,Excellent,2024
12-02-2024,South,Accessories,8945.17,7359.06,1586.11,Corporate,K. Das,UPI,17.73%,Medium,Feb,low,2024
10-03-2024,East,Furniture,2359.14,2168.43,190.71,Consumer,K. Das,Bank Transfer,8.08%,Low,Mar,good,2024
31-07-2023,North,Office Supplies,4774.13,3563.76,1210.37,Small Business,A. Kumar,Credit Card,25.35%,Low,Jul,low,2023
26-09-2024,West,Electronics,5873.54,3758.76,2114.78,Corporate,M. Rao,Credit Card,36.01%,Medium,Sep,low,2024
01-05-2025,South,Office Supplies,12873.76,8834.6,4039.16,Corporate,N. Iyer,UPI,31.38%,High,May,Excellent,2025
22-11-2023,Central,Software,4512.17,3082.44,1429.73,Enterprise,S. Patel,Cash,31.69%,Low,Nov,low,2023
03-08-2023,North,Office Supplies,3280.92,2170.19,1110.73,Corporate,K. Das,Debit Card,33.85%,Low,Aug,low,2023
16-12-2023,East,Furniture,962.89,633.31,329.58,Corporate,K. Das,Debit Card,34.23%,Low,Dec,good,2023
22-09-2023,West,Office Supplies,3547,2218.77,1328.23,Corporate,M. Rao,Bank Transfer,37.45%,Low,Sep,low,2023
26-09-2023,East,Electronics,8002.27,4735.77,3266.5,Corporate,N. Iyer,Bank Transfer,40.82%,Medium,Sep,Excellent,2023
14-11-2024,South,Furniture,2021.49,1931.78,89.71,Enterprise,N. Iyer,Debit Card,4.44%,Low,Nov,good,2024
28-12-2025,West,Electronics,5958.55,5705.06,253.49,Corporate,A. Kumar,Debit Card,4.25%,Medium,Dec,good,2025
28-08-2024,Central,Furniture,1431.2,1217.49,213.71,Corporate,P. Singh,UPI,14.93%,Low,Aug,good,2024
17-02-2026,South,Software,4476.45,2872.02,1604.43,Corporate,S. Patel,Bank Transfer,35.84%,Low,Feb,low,2026
10-02-2025,South,Office Supplies,8750.82,5230.15,3520.67,Enterprise,P. Singh,Bank Transfer,40.23%,Medium,Feb,Excellent,2025
29-09-2025,West,Accessories,4674.73,3461.69,1213.04,Enterprise,R. Sharma,UPI,25.95%,Low,Sep,low,2025
16-08-2023,North,Office Supplies,8859.46,6881.17,1978.29,Corporate,R. Sharma,Bank Transfer,22.33%,Medium,Aug,low,2023
24-08-2025,West,Accessories,5603.59,4226.5,1377.09,Enterprise,P. Singh,Bank Transfer,24.58%,Medium,Aug,low,2025
11-04-2024,South,Electronics,7319,6462.28,856.72,Consumer,N. Iyer,UPI,11.71%,Medium,Apr,low,2024
12-10-2025,East,Software,13513.22,8338.65,5174.57,Enterprise,M. Rao,Cash,38.29%,High,Oct,Excellent,2025
29-11-2023,North,Software,3844.71,3738.21,106.5,Corporate,S. Patel,UPI,2.77%,Low,Nov,good,2023
10-12-2024,East,Accessories,10480.63,6964.31,3516.32,Enterprise,N. Iyer,Credit Card,33.55%,High,Dec,Excellent,2024
03-09-2025,South,Software,12397.77,8346.02,4051.75,Consumer,N. Iyer,Credit Card,32.68%,High,Sep,Excellent,2025
04-05-2024,South,Office Supplies,3316.51,2425.84,890.67,Corporate,R. Sharma,Credit Card,26.86%,Low,May,low,2024
02-03-2024,West,Software,9975.49,6961.65,3013.84,Consumer,S. Patel,UPI,30.21%,Medium,Mar,Excellent,2024
10-06-2024,East,Accessories,8746.82,7484.77,1262.05,Enterprise,M. Rao,UPI,14.43%,Medium,Jun,low,2024
05-01-2024,East,Furniture,1727.34,1072.54,654.8,Small Business,S. Patel,UPI,37.91%,Low,Jan,low,2024
28-03-2025,West,Electronics,257.22,157.14,100.08,Consumer,P. Singh,UPI,38.91%,Low,Mar,good,2025
16-06-2026,West,Furniture,4613.2,3809.9,803.3,Corporate,N. Iyer,Debit Card,17.41%,Low,Jun,low,2026
07-04-2024,North,Software,2156.73,1862.38,294.35,Corporate,R. Sharma,Debit Card,13.65%,Low,Apr,good,2024
04-11-2023,South,Office Supplies,10467.79,6774.25,3693.54,Enterprise,V. Gupta,Cash,35.28%,High,Nov,Excellent,2023
15-02-2024,East,Electronics,8691.79,7828.42,863.37,Enterprise,P. Singh,Bank Transfer,9.93%,Medium,Feb,low,2024
15-11-2023,West,Software,4543.14,3145.15,1397.99,Consumer,A. Kumar,Credit Card,30.77%,Low,Nov,low,2023
01-01-2025,Central,Electronics,6824.07,6791.01,33.06,Consumer,S. Patel,Cash,0.48%,Medium,Jan,good,2025
21-07-2023,East,Software,4777.97,3443.43,1334.54,Enterprise,N. Iyer,Cash,27.93%,Low,Jul,low,2023
02-12-2025,East,Office Supplies,4702.57,3095.3,1607.27,Corporate,N. Iyer,UPI,34.18%,Low,Dec,low,2025
20-08-2025,East,Electronics,9263.54,5536.2,3727.34,Consumer,V. Gupta,UPI,40.24%,Medium,Aug,Excellent,2025
16-04-2024,Central,Office Supplies,414.23,328.56,85.67,Corporate,N. Iyer,UPI,20.68%,Low,Apr,good,2024
06-03-2026,North,Office Supplies,6867.85,4682.73,2185.12,Consumer,N. Iyer,Credit Card,31.82%,Medium,Mar,low,2026
03-05-2025,West,Software,7109.88,6133.57,976.31,Consumer,N. Iyer,UPI,13.73%,Medium,May,low,2025
08-03-2026,North,Software,13879.96,8883.16,4996.8,Small Business,S. Patel,Debit Card,36.00%,High,Mar,Excellent,2026
06-06-2026,Central,Electronics,12010.44,7898.48,4111.96,Corporate,V. Gupta,Credit Card,34.24%,High,Jun,Excellent,2026
15-03-2025,West,Furniture,12494.23,7507.95,4986.28,Enterprise,P. Singh,UPI,39.91%,High,Mar,Excellent,2025
11-11-2024,North,Electronics,2582.79,2265.87,316.92,Enterprise,A. Kumar,Debit Card,12.27%,Low,Nov,good,2024
05-05-2025,South,Office Supplies,12256.42,8133.57,4122.85,Enterprise,P. Singh,Debit Card,33.64%,High,May,Excellent,2025
05-07-2026,East,Furniture,7678.45,5738.58,1939.87,Consumer,N. Iyer,UPI,25.26%,Medium,Jul,low,2026
26-08-2025,West,Furniture,9100.98,5919.88,3181.1,Corporate,M. Rao,Credit Card,34.95%,Medium,Aug,Excellent,2025
21-02-2025,Central,Furniture,972.01,880.36,91.65,Consumer,N. Iyer,Debit Card,9.43%,Low,Feb,good,2025
08-04-2025,North,Office Supplies,11853.52,8591.21,3262.31,Consumer,S. Patel,UPI,27.52%,High,Apr,Excellent,2025
20-11-2025,South,Accessories,3772.29,2944.82,827.47,Corporate,P. Singh,UPI,21.94%,Low,Nov,low,2025
25-07-2023,South,Office Supplies,6472.74,4890.81,1581.93,Corporate,V. Gupta,UPI,24.44%,Medium,Jul,low,2023
03-05-2024,North,Accessories,6003.24,5453.04,550.2,Small Business,M. Rao,Cash,9.17%,Medium,May,low,2024
15-03-2024,Central,Software,4246.22,2533.73,1712.49,Corporate,V. Gupta,Bank Transfer,40.33%,Low,Mar,low,2024
16-08-2025,South,Furniture,1331.6,623.43,708.17,Corporate,A. Kumar,Debit Card,53.18%,Low,Aug,low,2025
31-03-2026,South,Electronics,7903.12,6573.82,1329.3,Enterprise,N. Iyer,UPI,16.82%,Medium,Mar,low,2026
02-03-2026,West,Electronics,13345.12,8913.8,4431.32,Small Business,M. Rao,Debit Card,33.21%,High,Mar,Excellent,2026
20-09-2025,Central,Electronics,1315.33,966.14,349.19,Small Business,V. Gupta,Debit Card,26.55%,Low,Sep,good,2025
13-04-2024,South,Furniture,5441.34,4032.77,1408.57,Corporate,S. Patel,Credit Card,25.89%,Medium,Apr,low,2024
17-07-2025,South,Software,9115.1,6561.02,2554.08,Enterprise,R. Sharma,Credit Card,28.02%,Medium,Jul,low,2025
19-01-2024,North,Electronics,4429.88,3264.7,1165.18,Small Business,K. Das,Debit Card,26.30%,Low,Jan,low,2024
11-10-2025,West,Software,2502.47,2280.51,221.96,Small Business,R. Sharma,UPI,8.87%,Low,Oct,good,2025
06-01-2024,West,Office Supplies,11098.12,7021.8,4076.32,Enterprise,N. Iyer,Credit Card,36.73%,High,Jan,Excellent,2024
08-03-2024,Central,Furniture,1282.35,1137.99,144.36,Consumer,V. Gupta,Bank Transfer,11.26%,Low,Mar,good,2024
16-01-2024,West,Software,8039.25,7169.66,869.59,Small Business,R. Sharma,Credit Card,10.82%,Medium,Jan,low,2024
03-05-2025,Central,Furniture,1482.28,665.13,817.15,Enterprise,A. Kumar,UPI,55.13%,Low,May,low,2025
26-06-2026,Central,Accessories,6092.57,4448.21,1644.36,Consumer,S. Patel,Credit Card,26.99%,Medium,Jun,low,2026
11-07-2024,North,Accessories,11361.3,7771.83,3589.47,Enterprise,N. Iyer,Credit Card,31.59%,High,Jul,Excellent,2024
25-09-2023,South,Electronics,1503.81,1246.46,257.35,Small Business,A. Kumar,Credit Card,17.11%,Low,Sep,good,2023
18-03-2024,Central,Furniture,5790.95,4604.72,1186.23,Enterprise,A. Kumar,Debit Card,20.48%,Medium,Mar,low,2024
13-03-2025,East,Accessories,1273.69,510.88,762.81,Enterprise,R. Sharma,Cash,59.89%,Low,Mar,low,2025
06-04-2026,East,Accessories,8519.15,6286.4,2232.75,Corporate,P. Singh,Credit Card,26.21%,Medium,Apr,low,2026
03-11-2024,South,Furniture,534.05,426.93,107.12,Corporate,N. Iyer,Bank Transfer,20.06%,Low,Nov,good,2024
26-03-2024,Central,Office Supplies,8468.44,6589.03,1879.41,Small Business,K. Das,Debit Card,22.19%,Medium,Mar,low,2024
03-10-2025,West,Furniture,6988.88,4159,2829.88,Corporate,P. Singh,Bank Transfer,40.49%,Medium,Oct,low,2025
04-08-2024,Central,Accessories,8924.57,6458.56,2466.01,Corporate,K. Das,Debit Card,27.63%,Medium,Aug,low,2024
14-04-2025,North,Accessories,11473.72,8932.8,2540.92,Corporate,P. Singh,Bank Transfer,22.15%,High,Apr,low,2025
18-03-2024,West,Electronics,7154.27,4830.08,2324.19,Small Business,P. Singh,Bank Transfer,32.49%,Medium,Mar,low,2024
20-05-2025,South,Office Supplies,7714.76,7024.83,689.93,Consumer,P. Singh,UPI,8.94%,Medium,May,low,2025
04-10-2024,North,Furniture,3740.94,3469.83,271.11,Small Business,V. Gupta,Credit Card,7.25%,Low,Oct,good,2024
24-06-2026,East,Accessories,4591.62,3205.21,1386.41,Small Business,P. Singh,Credit Card,30.19%,Low,Jun,low,2026
20-06-2024,South,Office Supplies,4627.98,2930.17,1697.81,Enterprise,V. Gupta,Cash,36.69%,Low,Jun,low,2024
24-03-2024,South,Furniture,3740.08,2405.64,1334.44,Corporate,K. Das,Cash,35.68%,Low,Mar,low,2024
04-01-2025,East,Furniture,1181.52,570.5,611.02,Enterprise,V. Gupta,Debit Card,51.71%,Low,Jan,low,2025
21-12-2025,Central,Office Supplies,13529.91,8877.59,4652.32,Small Business,K. Das,Cash,34.39%,High,Dec,Excellent,2025
17-10-2024,East,Software,4694.76,2816.17,1878.59,Small Business,P. Singh,Credit Card,40.01%,Low,Oct,low,2024
11-12-2023,South,Accessories,10808.75,6596.58,4212.17,Consumer,P. Singh,Bank Transfer,38.97%,High,Dec,Excellent,2023
11-04-2026,West,Accessories,7346.44,7294.29,52.15,Corporate,V. Gupta,UPI,0.71%,Medium,Apr,good,2026
26-05-2026,Central,Electronics,9052.58,6197.58,2855,Enterprise,A. Kumar,Cash,31.54%,Medium,May,low,2026
30-07-2024,West,Accessories,12252.85,8206.89,4045.96,Small Business,S. Patel,Cash,33.02%,High,Jul,Excellent,2024
01-10-2023,Central,Furniture,9174.53,5505.62,3668.91,Corporate,P. Singh,Bank Transfer,39.99%,Medium,Oct,Excellent,2023
05-04-2024,West,Software,7817.91,4671.79,3146.12,Enterprise,R. Sharma,Bank Transfer,40.24%,Medium,Apr,Excellent,2024
23-02-2024,Central,Electronics,4713.61,3107.83,1605.78,Small Business,M. Rao,UPI,34.07%,Low,Feb,low,2024
27-02-2025,Central,Software,2460.69,2456.28,4.41,Corporate,M. Rao,Cash,0.18%,Low,Feb,good,2025
17-09-2023,West,Electronics,13383.1,8425.19,4957.91,Small Business,A. Kumar,Cash,37.05%,High,Sep,Excellent,2023
03-02-2026,North,Office Supplies,3843.18,3024.11,819.07,Corporate,K. Das,Bank Transfer,21.31%,Low,Feb,low,2026
25-07-2023,North,Accessories,1543.72,1001.91,541.81,Corporate,K. Das,Credit Card,35.10%,Low,Jul,low,2023
31-03-2026,East,Furniture,620.78,161.5,459.28,Enterprise,K. Das,Bank Transfer,73.98%,Low,Mar,good,2026
10-03-2025,Central,Office Supplies,5580.21,3344.01,2236.2,Consumer,V. Gupta,UPI,40.07%,Medium,Mar,low,2025
02-06-2024,North,Office Supplies,2321.27,1344.88,976.39,Corporate,P. Singh,Debit Card,42.06%,Low,Jun,low,2024
09-02-2025,East,Electronics,764.04,458.28,305.76,Corporate,S. Patel,UPI,40.02%,Low,Feb,good,2025
01-01-2025,West,Furniture,1741.37,1157.25,584.12,Small Business,K. Das,Cash,33.54%,Low,Jan,low,2025
10-09-2025,North,Furniture,2477.99,1269.62,1208.37,Corporate,N. Iyer,Cash,48.76%,Low,Sep,low,2025
03-08-2023,East,Software,8031.33,6929.73,1101.6,Consumer,K. Das,UPI,13.72%,Medium,Aug,low,2023
18-02-2025,West,Furniture,2782.56,2611.79,170.77,Corporate,R. Sharma,Debit Card,6.14%,Low,Feb,good,2025
01-02-2025,South,Software,10946,6923.88,4022.12,Corporate,V. Gupta,Credit Card,36.75%,High,Feb,Excellent,2025
30-04-2026,Central,Furniture,6260.12,5538.79,721.33,Corporate,P. Singh,Debit Card,11.52%,Medium,Apr,low,2026
05-10-2025,South,Software,1198.99,441.46,757.53,Consumer,S. Patel,Credit Card,63.18%,Low,Oct,low,2025
19-10-2023,South,Furniture,4845.38,3485.14,1360.24,Small Business,K. Das,UPI,28.07%,Low,Oct,low,2023
09-11-2023,East,Electronics,6751.42,4637.79,2113.63,Small Business,N. Iyer,Bank Transfer,31.31%,Medium,Nov,low,2023
24-06-2025,North,Furniture,7509.86,6433.11,1076.75,Consumer,A. Kumar,Credit Card,14.34%,Medium,Jun,low,2025
25-04-2025,Central,Electronics,2785.3,1986.6,798.7,Enterprise,R. Sharma,Bank Transfer,28.68%,Low,Apr,low,2025
08-04-2026,North,Electronics,4097.22,3335.87,761.35,Corporate,N. Iyer,Bank Transfer,18.58%,Low,Apr,low,2026
16-07-2025,Central,Office Supplies,9378.24,6712.09,2666.15,Corporate,M. Rao,Debit Card,28.43%,Medium,Jul,low,2025
31-08-2025,Central,Electronics,985.47,876.36,109.11,Consumer,S. Patel,Debit Card,11.07%,Low,Aug,good,2025
04-01-2026,Central,Accessories,8748.96,8336.96,412,Small Business,M. Rao,UPI,4.71%,Medium,Jan,good,2026
23-08-2024,South,Furniture,5372.56,4848.66,523.9,Enterprise,M. Rao,Cash,9.75%,Medium,Aug,low,2024
17-06-2025,North,Software,10459.1,8064.73,2394.37,Consumer,V. Gupta,UPI,22.89%,High,Jun,low,2025
13-06-2026,North,Furniture,11176.93,8388.86,2788.07,Small Business,R. Sharma,Bank Transfer,24.94%,High,Jun,low,2026
08-10-2023,South,Software,8950.98,8606.65,344.33,Enterprise,P. Singh,Debit Card,3.85%,Medium,Oct,good,2023
19-12-2025,West,Software,8536.62,6781.48,1755.14,Small Business,S. Patel,Debit Card,20.56%,Medium,Dec,low,2025
14-07-2023,North,Accessories,1832.1,1524.03,308.07,Enterprise,M. Rao,Bank Transfer,16.82%,Low,Jul,good,2023
30-09-2024,North,Furniture,3312.96,2737.64,575.32,Corporate,A. Kumar,Cash,17.37%,Low,Sep,low,2024
05-11-2024,East,Furniture,4052.4,2697.41,1354.99,Small Business,A. Kumar,Debit Card,33.44%,Low,Nov,low,2024
09-09-2024,East,Accessories,4862.67,4857.89,4.78,Small Business,N. Iyer,Credit Card,0.10%,Low,Sep,good,2024
28-12-2024,Central,Office Supplies,8329.71,6526.51,1803.2,Small Business,A. Kumar,Credit Card,21.65%,Medium,Dec,low,2024
04-07-2025,South,Office Supplies,3722.35,2051.59,1670.76,Consumer,P. Singh,UPI,44.88%,Low,Jul,low,2025
15-12-2024,Central,Furniture,11145.39,7843.23,3302.16,Enterprise,S. Patel,Bank Transfer,29.63%,High,Dec,Excellent,2024
07-01-2025,West,Furniture,2953.38,1914.88,1038.5,Enterprise,S. Patel,UPI,35.16%,Low,Jan,low,2025
30-07-2025,West,Furniture,2067.84,1420.17,647.67,Enterprise,R. Sharma,Debit Card,31.32%,Low,Jul,low,2025
27-07-2024,South,Office Supplies,8567.9,5169.96,3397.94,Consumer,M. Rao,Debit Card,39.66%,Medium,Jul,Excellent,2024
04-07-2024,South,Electronics,10761.33,7375.74,3385.59,Corporate,P. Singh,UPI,31.46%,High,Jul,Excellent,2024
20-11-2024,West,Electronics,6078.52,4149.72,1928.8,Corporate,A. Kumar,Cash,31.73%,Medium,Nov,low,2024
27-01-2024,North,Electronics,3516.49,3463.09,53.4,Corporate,S. Patel,Credit Card,1.52%,Low,Jan,good,2024
05-01-2025,North,Electronics,2198.66,1369.46,829.2,Consumer,N. Iyer,Credit Card,37.71%,Low,Jan,low,2025
24-08-2024,West,Furniture,2329.37,1339.15,990.22,Small Business,N. Iyer,UPI,42.51%,Low,Aug,low,2024
18-05-2024,East,Accessories,3281.91,2269.9,1012.01,Consumer,A. Kumar,Credit Card,30.84%,Low,May,low,2024
02-02-2024,West,Furniture,5303.05,4947.31,355.74,Consumer,S. Patel,Credit Card,6.71%,Medium,Feb,good,2024
13-10-2024,East,Furniture,4320.19,3901.51,418.68,Enterprise,P. Singh,UPI,9.69%,Low,Oct,good,2024
18-06-2024,East,Office Supplies,10231.45,8917.84,1313.61,Consumer,N. Iyer,Credit Card,12.84%,High,Jun,low,2024
14-07-2025,North,Accessories,13368.13,8317.54,5050.59,Corporate,R. Sharma,UPI,37.78%,High,Jul,Excellent,2025
27-06-2026,West,Furniture,3505.97,3080.11,425.86,Small Business,M. Rao,Bank Transfer,12.15%,Low,Jun,good,2026
04-02-2024,East,Office Supplies,3515.04,2512.73,1002.31,Consumer,A. Kumar,Debit Card,28.51%,Low,Feb,low,2024
02-05-2024,West,Electronics,3837.01,2950.28,886.73,Consumer,K. Das,Bank Transfer,23.11%,Low,May,low,2024
28-04-2024,South,Software,1942.51,904.98,1037.53,Small Business,N. Iyer,UPI,53.41%,Low,Apr,low,2024
21-11-2025,Central,Office Supplies,7428.57,4383.47,3045.1,Corporate,S. Patel,UPI,40.99%,Medium,Nov,Excellent,2025
10-11-2025,West,Accessories,6871.22,4989.12,1882.1,Corporate,K. Das,Credit Card,27.39%,Medium,Nov,low,2025
16-11-2025,South,Electronics,7409.96,4789.82,2620.14,Corporate,N. Iyer,Credit Card,35.36%,Medium,Nov,low,2025
26-08-2024,Central,Software,9046.41,8945.76,100.65,Corporate,P. Singh,Credit Card,1.11%,Medium,Aug,good,2024
21-06-2025,South,Office Supplies,5423.91,3311.64,2112.27,Enterprise,R. Sharma,Cash,38.94%,Medium,Jun,low,2025
15-11-2025,North,Furniture,3793.79,2258.23,1535.56,Consumer,R. Sharma,UPI,40.48%,Low,Nov,low,2025
29-08-2023,North,Electronics,8112.09,6295.49,1816.6,Consumer,V. Gupta,Cash,22.39%,Medium,Aug,low,2023
25-05-2024,North,Furniture,632.06,368.65,263.41,Consumer,A. Kumar,Cash,41.67%,Low,May,good,2024
05-11-2025,South,Accessories,1680.48,1432.48,248,Small Business,V. Gupta,UPI,14.76%,Low,Nov,good,2025
27-05-2025,North,Office Supplies,5941.3,4051.37,1889.93,Consumer,R. Sharma,Credit Card,31.81%,Medium,May,low,2025
10-09-2023,South,Electronics,6134.37,5477.15,657.22,Enterprise,K. Das,UPI,10.71%,Medium,Sep,low,2023
16-12-2024,South,Software,11024.81,8280.44,2744.37,Corporate,M. Rao,Credit Card,24.89%,High,Dec,low,2024
09-06-2026,South,Software,5910.42,3460.29,2450.13,Consumer,S. Patel,UPI,41.45%,Medium,Jun,low,2026
17-07-2024,Central,Electronics,12253.55,7420.29,4833.26,Enterprise,V. Gupta,Bank Transfer,39.44%,High,Jul,Excellent,2024
13-10-2025,East,Software,8282.98,7462.56,820.42,Corporate,M. Rao,Credit Card,9.90%,Medium,Oct,low,2025
05-02-2024,East,Electronics,1380.91,792.5,588.41,Corporate,M. Rao,Debit Card,42.61%,Low,Feb,low,2024
10-02-2024,East,Furniture,1224,681.34,542.66,Corporate,A. Kumar,Debit Card,44.33%,Low,Feb,low,2024
08-01-2025,North,Accessories,1435.02,856.85,578.17,Enterprise,A. Kumar,Credit Card,40.29%,Low,Jan,low,2025
11-04-2025,East,Office Supplies,1256.01,929.58,326.43,Enterprise,S. Patel,Bank Transfer,25.99%,Low,Apr,good,2025
14-09-2025,North,Office Supplies,10877.82,6558.62,4319.2,Enterprise,P. Singh,Cash,39.71%,High,Sep,Excellent,2025
09-05-2024,West,Accessories,857.29,310.8,546.49,Consumer,M. Rao,Debit Card,63.75%,Low,May,low,2024
12-05-2024,North,Furniture,6504.2,6173.13,331.07,Corporate,R. Sharma,Debit Card,5.09%,Medium,May,good,2024
29-04-2026,Central,Office Supplies,7112.28,4695.08,2417.2,Enterprise,R. Sharma,Bank Transfer,33.99%,Medium,Apr,low,2026
